"TERM";"URI";"HIT SCORE";"PONDERATED SCORE";"TERM MATCHED";"TERM SIMILARITY"
"RAPID AFIB";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80392";24.554752;54.138688;"Chronic AFib";64
"BRONCIAL CARCINOID";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35875";24.638628;70.659657;"Bronchial Carcinoma";86
"NON Q MI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C116134";31.164536;43.041134;"NON-DIAGNOSTIC Q WAVES";47
"PREMATURITY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99233";26.25349;56.8133725;"Rickets of Prematurity";67
"GI BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C48592";35.262394;83.8155985;"GI Bleed";100
"3RD DEGREE HEART BLOCK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C111091";62.771385;90.69284625;"3rd Degree Heart Block";100
"CEREBRAL VASCULAR ACCIDENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34340";45.68536;53.42134;"Accidental";56
"ASTHMA EXACERBATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C124138";37.55876;67.13969;"EXACERBATION";77
"KIDNEY RENAL FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4376";56.990086;75.7475215;"Kidney Failure";82
"DRUG OVERDOSE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50873";35.72746;65.931865;"Overdose";76
"BILATERAL PNEUMONIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3333";26.847857;54.71196425;"Pneumonia";64
"AORTIC ABDOMINAL ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27000";64.23758;91.059395;"Abdominal Aortic Aneurysm";100
"COPD EXACERBATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C124138";37.55876;71.63969;"EXACERBATION";83
"FEVER OF UNKNOWN ORIGEN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34608";52.73987;85.1849675;"Fever of Unknown Origin";96
"JAUNDICE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3143";33.620247;83.40506175;"Jaundice";100
"RESP DISTRESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C132828";22.796131;66.44903275;"Distress Score";81
"ACUTE MENTAL STATUS CHANGES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157435";65.4772;82.3693;"Mental Status Changes";88
"RESPIRATORY DISTRESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27165";44.042313;86.01057825;"Respiratory Distress";100
"INTRACRANIAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5114";26.987385;63.74684625;"Intracranial Cancer";76
"POLYSUBSTANCE OVERDOSE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50862";30.143932;48.785983;"Radiation Overdose";55
"UNRESPONSIVE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C86933";38.93904;84.73476;"Unresponsive";100
"BENTAL PROCEDURE ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154626";34.228333;63.30708325;"Procedure Code";73
"DIVERTICULITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26752";38.45972;84.61493;"Diverticulitis";100
"CAROTID ARTERY STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95804";56.986046;89.2465115;"Carotid Artery Stenosis";100
"RIGHT CAROTID ANGIOGRAM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33473";37.250492;57.312623;"Right Common Carotid Artery";64
"ANGINA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C66914";25.414438;53.6036095;"STABLE ANGINA";63
"RENAL FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4376";41.27115;85.3177875;"Renal Failure";100
"CHRONIC ASPIRATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28245";29.91963;64.4799075;"Aspiration, CTCAE";76
"LOWER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C86568";26.547668;81.636917;"Lower";100
"CIRRHOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2951";33.556313;83.38907825;"Cirrhosis";100
"PORTAL VEIN THROMBOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143770";63.350525;90.83763125;"Portal Vein Thrombosis";100
"CELLULITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26715";32.12267;83.03066749999999;"Cellulitis";100
"NEW CVA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3390";28.561205;52.14030125;"CVA";60
"BRAIN TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157801";69.17031;72.0425775;"Brain Tumor Surgery";73
"FACIAL FRACTURES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3046";23.14814;56.037035;"FRACTURE";67
"PULMONARY HYPERTENSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C55068";46.668385;86.66709625;"Pulmonary Hypertension";100
"SYNCOPE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35120";43.518955;61.12973875;"Reflex Syncope";67
"LINE INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26726";26.022936;65.005734;"INFECTION";78
"SPINE FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80516";25.611609;73.90290225;"Spinal Fracture";90
"LOWER GASTROINTESTINAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33010";37.497585;68.62439625;"GASTROINTESTINAL TRACT, LOWER";79
"URINARY TRACT INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50791";55.353943;88.83848575;"Urinary Tract Infection";100
"ENTERIC FISTULA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38209";30.970825;48.99270625;"ENTERAL";55
"AORTIC RUN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127641";33.45702;65.364255;"Aortic Root";76
"OFFS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C29851";17.511992;50.877998;"Off Study";62
"MITRAL REGURGITATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50852";47.959164;86.989791;"Mitral Regurgitation";100
"CAD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38926";25.09193;81.2729825;"CAD";100
"MITRAL VALVE REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50825";59.684032;89.921008;"MITRAL VALVE REPLACEMENT";100
"TRICUSPID VALVE REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50816";68.63789;92.15947249999999;"TRICUSPID VALVE REPLACEMENT";100
"SAH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154105";30.811113;82.70277825;"SAH";100
"ORGAN DONOR ACCOUNT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100810";45.63633;66.1590825;"DONOR, ORGAN";73
"ACUTE LYMPHOCYTIC LEUKEMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3167";52.54687;88.1367175;"Acute Lymphocytic Leukemia";100
"FEBRILE NEUTROPENIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35665";65.06378;91.265945;"Febrile Neutropenia";100
"ABDOMINAL THORACIC ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27000";43.707035;76.92675875;"Abdominal Aortic Aneurysm";88
"REPAIR ABDOMINAL THORACIC AORTIC ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C158011";75.70814;79.677035;"Thoracic Aortic Aneurysm Open Repair";81
"SUBDURAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127831";33.4684;63.1171;"Subdural";73
"ST ELEVATION MI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50540";53.03215;80.0080375;"ST ELEVATION";89
"AMPULLARY MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32063";33.829647;65.45741175;"Ampullary Crest";76
"OFF PUMP CORONARY ARTERY BYPASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51998";70.152695;79.78817375;"Coronary Artery Bypass";83
"AIRWAY OBSTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50456";42.995018;85.7487545;"Airway Obstruction";100
"BRONCHOSCOPY W";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51638";490.68332;178.17083;"Bronchoscopy with Biopsy";74
"STENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50190";20.393583;80.09839575;"Stent";100
"SVC SYNDROME";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C111315";26.326843;36.58171075;"SVC";40
"STATUS POST STABBING";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;61.444996;"Status Post";71
"HEPATIC FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143539";45.265945;86.31648625;"Hepatic Failure";100
"C2 FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3046";26.455013;69.61375325;"FRACTURE";84
"HYPOXIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3890";52.680916;88.170229;"Hypoxia";100
"RIGHT HEART CATH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80411";159.58159;95.3953975;"Right Heart Catheterization";74
"UNABLE TO STAND";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C121742";37.943756;70.235939;"Unable to Do";81
"MIDLINE HERNIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C81170";48.872772;62.468193;"MIDLINE";67
"PNEUMOTHORAX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C58201";32.59334;83.148335;"Pneumothorax";100
"DISSECTING ANEURYSIM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26694";45.768005;84.19200125;"Dissecting Aneurysm";97
"SYMTOMATIC FIBROID UTERUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3434";43.02477;64.7561925;"Fibroid uterus";72
"INTRAPARENCHYMAL HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C117203";36.575603;69.14390075;"Parenchymal Hemorrhage of Newborn";80
"RIGHT ARM CELLULITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26715";32.12267;58.2806675;"Cellulitis";67
"POST BIOPSY BLOOD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35667";36.730625;63.93265625;"Post-biopsy Pain";73
"HEPATIC ENCEPHALOPATHY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C79596";43.687828;85.921957;"Hepatic Encephalopathy";100
"BACK PAIN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C41830";94.537796;98.634449;"Back Pain";100
"RESECTION OF ASCENDING AORTA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32150";51.50588;65.37647;"ASCENDING AORTA";70
"ARF";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84349";28.461567;82.11539175;"ARF";100
"CATH LAB";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C142815";27.370575;53.34264375;"Core Lab";62
"ATRIAL FIBRILLATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C54767";50.554607;87.63865175;"Atrial Fibrillation";100
"ATRIOVENTRICULAR RECIPROCATING TACHYCARDIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C62261";43.4955;74.623875;"Atrioventricular Reentrant Tachycardia";85
"EXPLORATORY LAPAROTOMY FOR SMALL BOWEL OBSTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C57875";48.794594;60.9486485;"Small Bowel Obstruction NOS, CTCAE";65
"CARDIOMYOPATHY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34830";29.681726;82.4204315;"CARDIOMYOPATHY";100
"CRUSHING INJURY ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35375";40.058907;85.01472675;"Crushing Injury";100
"RIGHT LEG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C132551";130.83286;82.958215;"NSAA - Hop Right Leg";67
"LUNG CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4878";584.9241;204.731025;"Lung Cancer";78
"WITH AVR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C156849";12.711268;53.427817;"With Tumor";67
"INTRAPRANCHYMAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C119548";30.453323;64.61333075;"INTRAPARENCHYMAL";76
"ANGIOPRAM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C114864";33.593212;75.148303;"Angiogram";89
"AVR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C90362";28.863346;48.4658365;"LEAD aVR";55
"AORTIC VALVE REPLACEMENT HEART PORT MINIMALLY INVASIVE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157923";59.921562;63.7303905;"Minimally Invasive Joint Replacement Surgery";65
"LEFT LOWER EXTREMITY ANGIOGRAM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12742";39.599113;60.14977825;"Lower Extremity";67
"CAROTID STENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12687";29.223318;59.8058295;"Carotid";70
"LEFT LUNG NODULE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122407";33.93619;69.2340475;"Lung Nodule";81
"RECTAL BLEEDING";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115221";27.735008;58.683752;"Bleeding Disorder";69
"NSTEMI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80383";15.875767;78.96894175;"NSTEMI";100
"LARGE PERICARDIAL EFFUSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3319";45.80676;76.70169;"Pericardial Effusion";87
"LT FEMUR FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26774";47.664272;79.416068;"Femur Fracture";90
"COUGH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C102394";19.12467;67.0311675;"CTROUGH";83
"NON Q MU";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C116134";31.164536;37.791134;"NON-DIAGNOSTIC Q WAVES";40
"ST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C37441";23.629745;48.65743625;"ST/bJ";57
"SEGMENT ELEVATION MYOCARDIAL INFARCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C101888";56.412224;83.853056;"ST ELEVATION MYOCARDIAL INFARCTION";93
"END STAGE LIVER DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84428";363.77942;165.94485500000002;"End Stage Liver Disease";100
"POST OP BLEEDING";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115221";27.735008;60.933752;"Bleeding Predisposition";72
"PNA INFILTRATE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C102531";28.366646;69.3416615;"Lung Infiltrate";83
"ARRHYTHMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C111330";36.158974;54.7897435;"Ventricular Arrhythmias";61
"PACEMAKER LEAD PLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80434";51.81458;78.953645;"Pacemaker Placement";88
"MITRAL VALVE REPLACEMENT ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50825";59.684032;89.921008;"MITRAL VALVE REPLACEMENT";100
"STATUS POST KIDNEY TRANSPLANT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100005";40.5418;58.88545;"POST-CARDIAC TRANSPLANT";65
"ELEVATED CREATININE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78249";45.958023;86.48950575;"Elevated Creatinine";100
"HEPATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50579";23.675974;71.9189935;"HEMATOMA";88
"STATUS POST MOTOR ROLLOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;55.444996;"Status Post";63
"BRONCHITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2911";34.092216;83.523054;"Bronchitis";100
"GI BLEEDING";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154889";39.249924;65.312481;"BLEEDIND";74
"COLONOSCOPY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C16450";34.880005;83.72000125;"Colonoscopy";100
"O TB";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C14446";29.512447;67.37811175;"TB/Orl";80
"INTRACRANIAL HEAD BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C135455";30.2896;44.3224;"MULTIPLEXED BEAD BASED IMMUNOASSAY";49
"GASTROINTESINAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C48592";35.11977;82.2799425;"Gastrointestinal Bleed";98
"PACEMAKER IMPLANT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C111285";50.079185;64.26979625;"Pacemaker";69
"BENIGN PROSTATIC HYPERTROPHY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2897";59.08664;89.77166;"Benign Prostatic Hypertrophy";100
"ENDOVASCULAR AORTIC ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157839";53.72972;69.68243;"Endovascular Aneurysm Repair";75
"HYPERTROPHIC CARDIOMYOPATHY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34449";50.751698;87.6879245;"Hypertrophic Cardiomyopathy";100
"ETHANOL SEPTAL ABLATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C67444";54.048973;75.01224325;"ethanol ablation";82
"PERIPHERAL INSUFFICIENCY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C148074";38.765358;72.6913395;"Peripheral Vascular Insufficiency";84
"RIGHT FOOT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100606";47.058105;57.51452625;"MNSI - Right Foot Fissure";61
"PILONIDAL ABSCESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34931";37.31466;67.078665;"Pilonidal Cyst";77
"CAROTID ANGIOGRAM AND STENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C114864";33.601715;51.90042875;"Traditional Angiogram";58
"GALLSTONE PANCREATITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3306";33.89615;61.7240375;"Pancreatitis";71
"PULMONARY EMBOLIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50713";40.99623;82.99905749999999;"Pulmonary Embolism";97
"CHANGE IN MENTAL STATUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157435";65.4772;86.1193;"Mental Status Change";93
"ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C16430";89.34987;97.3374675;"Endoscopic Retrograde Cholangiopancreatography";100
"RIGHT HIP FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143546";53.462578;73.3656445;"Hip Fracture";80
"SPINAL INJURY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50751";37.25374;84.313435;"Spinal Injury";100
"INFECTED RIGHT FOOT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100605";36.33535;66.8338375;"MNSI - Right Foot Infection";77
"ADENO CANCER ETHMOID SINUS ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4417";51.15367;61.5384175;"Benign Ethmoid Sinus Tumor";65
"ESOPHAGEAL DYSPLASIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4841";35.924694;70.4811735;"Moderate Esophageal Dysplasia";82
"ASD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84473";24.56429;81.1410725;"ASD";100
"REPAIR ATRIAL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115597";32.73063;54.6826575;"Meeting Material";62
"SEPTAL DEFECT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C101029";54.814285;81.20357125;"AV Septal Defect";90
"STATUS POST MI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;74.194996;"Status Post";88
"ISCHEMIC LEFT LEG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";40.666317;61.91657925;"ISCHEMIC STROKE";69
"LOWER GI BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C126705";39.102463;54.77561575;"Lower GI Complete Response";60
"SMALL BOWEL OBSTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C57875";48.794594;81.1986485;"Small bowel obstruction NOS";92
"ALCOHOL WITHDRAWAL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38061";55.10296;67.02574;"Withdrawal";71
"PAROXYSMAL ATRIAL AFRIBILLATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80391";59.743855;71.18596375;"Paroxysmal Atrial Fibrillation";75
"MITRAL VALVE REPLACEMENT  FULL MAZE  ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50825";59.684032;77.171008;"MITRAL VALVE REPLACEMENT";83
"EPISTAXIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143447";34.636192;83.659048;"Epistaxis";100
"SUBDURAL HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50759";48.526066;87.1315165;"Subdural Hemorrhage";100
"S";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C103221";17.426533;54.60663325;"Sa";67
"OP MVA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C29058";25.380787;38.59519675;"Fluor-Op";43
"STATUS POST V";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;77.194996;"Status Post";92
"RAPID ATRIAL FIBRILLATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C54767";50.554607;77.13865175;"Atrial Fibrillation";86
"URESPONSIVE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C86933";39.135704;81.783926;"Unresponsive";96
"STATUS POST VENTRICULAR FIBRILLATION ARREST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99522";64.03246;70.758115;"Ventricular Tachycardia/Ventricular Fibrillation Arrest";73
"CHOLANGITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35334";29.42892;66.60723;"Acute Cholangitis";79
"BLEEDING LOW HCT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154889";39.249924;53.312481;"BLEEDIND";58
"AORTIC ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26697";51.86767;87.9669175;"Aortic Aneurysm";100
"RESECTION ANEURYSM THORACIC";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80451";48.516296;72.879074;"VENTRICULAR ANEURYSM RESECTION";81
" ASCENDING AORTA  VIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32150";51.50588;78.87647;"ASCENDING AORTA";88
"AORTIC VALVE REPLACEMENT WITH HOMOGRAFT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50815";63.918285;72.97957124999999;"AORTIC VALVE REPLACEMENT";76
"PELVIC FX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12767";41.573765;70.39344125;"Pelvic";80
"PELVIC PROLAPSE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C87126";39.820915;61.70522875;"Prolapsed Cord";69
"ENDOCARDITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34582";30.698341;82.67458525;"Endocarditis";100
"DEXTROMETHORPHAN OD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C62022";33.81462;76.703655;"DEXTROMETHORPHAN";91
"ANTICHOLINERGIC TOXICITY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C66880";31.646996;58.161749;"Anticholinergic Agent";67
"CMML";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3178";22.545547;80.63638675;"CMML";100
"LEG INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C67448";28.778639;57.44465975;"Infection Dose";67
"RESPIRATORY DECOMPRESSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C21061";29.657925;67.41448125;"Spinal Decompression";80
"STATUS POST LIVER BIOPSY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51677";41.451504;64.362876;"Biopsy of Liver";72
"ACS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C129985";30.478783;82.61969575;"ACS";100
"CHF";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3080";24.458508;81.114627;"CHF";100
"ISCHEMIA LEFT TOE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";39.277718;66.0694295;"Ischemia Stroke";75
"MORBID OBESITY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34858";50.727665;87.68191625;"Morbid Obesity";100
"FRACTURED RIBS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34990";39.490475;78.87261875;"Rib Fracture";92
"INTERPARENCHYMAL HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C117203";34.099297;70.77482425;"Parenchymal Hemorrhage of Newborn";83
"VR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C18468";31.777473;82.94436825;"VR";100
"MVR REDO";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C48655";30.25039;48.8125975;"MVR";55
"ACUTE RESPIRATORY FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27043";51.796722;87.9491805;"Acute Respiratory Failure";100
"LEFT TIBIAL PLATEAU FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99083";53.755527;66.68888175000001;"Fracture of Tibia";71
"COCAINE INTOXICATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28283";32.827343;64.45683575;"Intoxication";75
"ASCITIES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143300";25.509157;76.12728925;"Ascites";93
"DIPLOPIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C118718";29.76535;53.9413375;"Binocular Diplopia";62
"GIB";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C16638";30.195915;82.54897875;"GIB";100
"ANTIFREEZE INGESTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28229";16.18552;50.54638;"Ingestion";62
"SMALL BOWEL OBSTRUCTION AND ABSCESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C57875";48.794594;67.6986485;"Small bowel obstruction NOS";74
"ACUTE RENAL INSUFFICIENCY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C112840";42.47285;65.3682125;"Acute Adrenal Insufficiency";73
"INFERIOR STEMI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32091";34.680107;39.42002675;"ANTERIOR INFERIOR CEREBELLAR ARTERY";41
"C6 FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3046";26.455013;69.61375325;"FRACTURE";84
"SUBARACHNOID HEMARRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50757";45.297256;83.324314;"Subarachnoid Hemorrhage";96
"BRONCHIAL LAVAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C13195";42.90954;85.727385;"Bronchial Lavage";100
"SPINAL DETRUSOR HYPERREFLEXIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C43248";33.424347;54.85608675;"Hyperreflexia";62
"BOERHAAVE SYNDROME";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C48300";21.436253;50.35906325;"SDHx-Related Syndromes";60
